1;2;"523/2010";2;4;19/03/2010;23/03/2010;05/10/2013;133;1;132;;696648486.09;;696648486.09;"Execução de obras e serviços visando à adequação às exigências FIFA para reforma e ampliação da capacidade de público do Estádio Nacional de Brasília, consistindo nos trabalhos de desenvolvimento de projeto executivo dos sistemas especiais de tecnologia, "broad-casting"; execução das obras civis de recuperação estrutural da atual estrutura de arquibancadas, obras civis para adaptação e ampliação das novas arquibancadas, rebaixamento do nível do gramado, construção dos demais ambientes contidos no projeto executivo de engenharia, assim como, a execução das instalações e dos sistemas elétricos, hidráulicos, ar-condicionado e de segurança. Este contrato contempla os serviços de rede eletrônica e de iluminação.";76;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
15;43;"24/2011";3;3;03/05/2011;05/05/2011;04/08/2011;232;1;231;;43798.28;;43798.28;"Elaboração de estudo de viabilidade técnica, econômica, financeira e ambiental (EVTEA) da construção do terminal marítimo de passageiro no Porto de Fortaleza.";80;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
16;43;"32";3;3;23/05/2011;30/05/2011;29/05/2012;232;1;234;;390799.36;;390799.36;"Elaboração de estudo de impacto ambiental (EIA) e relatório de impacto ambiental (RIMA) da construção do terminal marítimo de passageiro no Porto de Fortaleza.";81;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
17;43;"03/2012";2;4;15/02/2012;05/03/2012;04/12/2013;232;1;235;;118481530.42;;118481530.42;"Construção do Terminal Marítimo de Passageiros do Porto de Fortaleza";82;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
18;141;"002/2010";2;6;21/01/2010;21/01/2010;21/01/2045;237;1;236;;591711185.00;0.00;591711185.00;"Concessão Administrativa para a prestação do serviço de gestão da operação e manutenção da Arena da Fonte Nova, a ser precedido das obras de reconstrução.";83;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
19;45;"009";2;4;29/03/2012;29/04/2012;20/08/2013;238;1;235;;49321019.59;;49321019.59;"Construção do Terminal Marítimo de Passageiros do Porto de Natal/RN, compreendendo a execução das obras de ampliação do Cais nº 1 e retroárea, construção do dolfin de amarração, reforma do paramento do cais existente e construção das edificações portuárias do Terminal do Porto de Natal/RN.";84;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
20;46;"2011/049/00";2;4;04/11/2011;07/11/2011;07/01/2013;240;1;239;;25767937.30;;25767937.30;"Execução, por parte da Contratada, das obras de Adequação e Reforma do Armazém 7 do Porto do Recife com Instalação do Terminal Marítimo de Passageiros - 2ª Etapa";85;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
23;146;"71/2008";3;3;26/02/2008;12/03/2008;09/07/2008;129;1;245;;511180.00;;511180.00;"Prestação dos serviços de engenharia consistentes na elaboração de projeto básico e executivo do Boulevard Arrudas trecho entre a rua Carijós e av. Contorno, inclusive adequação geométrica entre as Avenidas do Contorno e Nossa Senhora de Fátima";86;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
24;146;"39/2010";3;3;26/05/2010;28/06/2010;24/03/2011;129;1;246;;2424787.18;;2424787.18;"Contratação de serviços de consultoria especializada visando a elaboração dos projetos executivos necessários à implantação da continuidade do Boulevard Arrudas ao longo da Av. Tereza Cristina no trecho compreendido pelo segmento da Av. Nossa Senhora de Fátima até a confluência da Av. Tereza Cristina com a Via Expressa Leste/Oeste (Av. Juscelino Kubstchek), incluindo o entroncamento e acesso ao Bairro Coração Eucarístico";88;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
25;146;"47/2010";3;4;17/06/2010;22/06/2010;17/02/2011;129;1;247;;63504433.71;;63504433.71;"Execução dos serviços e obras de implantação do Boulevard Arrudas IV, na Avenida do Contorno, trecho entre a Rua Carijós e Av. Barbacena/Av. Tereza Cristina";87;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
26;146;"165/2011";3;4;19/08/2011;30/08/2011;21/01/2013;129;1;248;;145284442.19;;145284442.19;"Execução dos serviços e obras de implantação do Boulevard Arrudas V, localizada na Av. Tereza Cristina, trecho entre Av. do Contorno e Rua Extrema";89;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
27;48;"009/2012";2;4;13/04/2012;20/04/2012;20/05/2013;250;1;249;;30218499.70;;30218499.70;"Execução das obras de implantação do Terminal Marítimo de Passageiros e Receptivo Turístico do Porto Organizado de Salvador/BA";95;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
28;139;"36/2009";3;3;16/03/2009;07/05/2009;01/01/2010;129;1;251;;955702.04;;955702.04;"Elaboração de serviços preliminares, anteprojetos, projetos básicos e executivos para requalificação urbana de vias preferenciais para transporte coletivo integrante do Programa Centro Vivo, previstas pelo Plano de Reabilitação do Hipercentro de Belo Horizonte";92;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
29;139;"239/2011";2;3;07/11/2011;07/11/2011;03/07/2012;129;1;252;;2555810.24;;2555810.24;"Prestação dos serviços de fornecimento e instalação de portas automáticas de plataformas nas Estações de Transferências de Passageiros, localizadas nos corredores de transporte de BRT – Antônio Carlos/Pedro I (trecho Centro / Pampulha: 15 estações e trecho Pampulha/Vilarinho: 10 estações), Av. Cristiano Machado (12 estações) e BRT Área Central do Município de Belo Horizonte (Av. Paraná: 3 estações e Av. Santos Dumont: 3 estações).";93;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
30;139;"282/2011";2;4;30/12/2011;30/12/2011;23/03/2013;129;1;253;;55491086.73;;55491086.73;"Execução dos serviços e obras de implantação do BRT na área Central de Belo Horizonte - Avenidas Paraná e Santos Dumont.";94;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
31;144;"1979/2010";3;3;01/07/2010;01/07/2010;01/03/2011;256;1;255;;769172.56;;769172.56;"Contratação de serviços de consultoria especializada, visando à elaboração dos Estudos Técnicos, Estudos Funcionais, Anteprojetos e Projetos Executivos necessários à implantação de Sistema de Transporte Rápido por Ônibus no Corredor Cristiano Machado, doravante denominado BRT – Corredor Cristiano Machado.";99;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
32;144;"147/2011";2;4;26/07/2011;30/08/2011;29/08/2012;129;1;257;;36347815.27;;36347815.27;"Execução dos serviços e obras de implantação de pavimento rígido de concreto na Av. Cristiano Machado - BRT, no trecho entre o Túnel da Lagoinha e Estação São Gabriel.";100;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
33;144;"SC-173/11";2;3;29/08/2011;16/09/2011;14/01/2012;129;1;258;;290232.60;;290232.60;"Prestação de serviços de engenharia, consistentes na elaboração de projetos básicos e executivos para remanejamento de rampas em passarelas existentes na Av. Cristiano Machado, bem como implantação de novas passarelas na mesma avenida.";101;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
34;144;"239/2011";2;4;07/11/2011;07/11/2011;03/07/2012;129;1;252;;27893136.00;;27893136.00;"Prestação dos serviços de fornecimento e instalação de portas automáticas de plataformas nas Estações de Transferências de Passageiros, localizadas nos corredores de transporte de BRT – Antônio Carlos/Pedro I (trecho Centro / Pampulha: 15 estações e trecho Pampulha/Vilarinho: 10 estações), Av. Cristiano Machado (12 estações) e BRT Área Central do Município de Belo Horizonte (Av. Paraná: 3 estações e Av. Santos Dumont: 3 estações).";93;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
35;144;"6/2012";2;4;13/01/2012;01/03/2012;25/05/2013;129;1;260;;75239389.99;;75239389.99;"Execução dos serviços e obras de fabricação, transporte, montagem e implantação de estações de transferência de passageiros localizadas nos corredores de transporte de BRT  Antônio Carlos/Pedro I (trecho Centro/Pampulha – 15 estações – Trecho Pampulha/Vilarinho – 10 estações) e Av. Cristiano Machado (12 estações)";103;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
36;138;"46/2010";2;3;10/06/2010;28/06/2010;23/04/2011;129;1;266;;3387015.13;;3387015.13;"Elaboração de estudos técnicos, anteprojetos e projetos executivos necessários à implantação do sistema de transporte rápido para ônibus no corredor das Avenidas Pedro II / Carlos Luz.";104;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
37;138;"58/2012";2;4;16/03/2012;16/03/2012;30/09/2012;129;1;267;;8858458.64;;8858458.64;"Execução sob-regime de empreitada, a preços unitários, com fornecimento de mão-de-obra, materiais e equipamentos, por medição, dos serviços e obras de recuperação estrutural e alargamento de pistas do Viaduto “B”, do Complexo da Lagoinha – Corredor Pedro II – Meta 1 – Programa Pró-Transporte.";105;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
38;140;"2069/2011";2;3;09/05/2011;09/05/2011;09/07/2013;256;1;268;;2679752.32;;2679752.32;"Contratação de empresa especializada para fornecimento de solução em hardware e software de sistema de CFTV na captura de imagens em tempo real das vias públicas e de acesso remoto a partir da Central de Controle de Tráfego da BHTRANS.";106;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
39;140;"2066/2011";2;3;04/05/2011;04/05/2011;04/07/2013;256;1;269;;1397762.50;;1397762.50;"Contratação de empresa especializada para fornecimento de solução em hardware e software de Sistema de Painéis de Mensagens Variáveis – PMVs, e acesso remoto a partir da Central de Controle de Tráfego da BHTRANS";107;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
40;140;"2049/2011";2;3;04/02/2011;04/02/2011;04/04/2012;256;1;270;;2699420.02;;2699420.02;"Contratação de empresa especializada para fornecimento e implantação de redes de fibra óptica nos corredores de trânsito do Município de Belo Horizonte, incluindo acessórios, equipamentos, mão-de-obra especializada, obras civis e todos os demais itens de conexão e implantação necessários.";108;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
41;140;"2040/2011";2;3;17/01/2011;17/01/2011;17/07/2012;256;1;271;;1500000.00;;1500000.00;"Aquisição de sistema integrado (software) doravante denominado INFOTRANSITO – Mapa Operacional Digital Gráfico de Informações de Trânsito, acrescido de prestação de serviços de implantação, treinamento, suporte técnico e manutenção.";109;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
42;140;"2053/2011";2;3;18/02/2011;18/02/2011;30/04/2012;256;1;272;;1572380.00;;1572380.00;"Contratação de empresa especializada para prestação de serviços de informática, incluindo fornecimento de equipamentos eletrônicos e softwares.";110;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
43;140;"2026/2010";3;3;26/10/2010;26/10/2010;26/03/2011;256;1;273;;807790.00;;807790.00;"Fornecimento, instalação, implantação, suporte e garantia de funcionalidade do Sistemea de Gerenciamento do Tráfico Urbano no Tempo Real (sistema SCATS), no corredor fa Av. Antônio Carlos.";;TRUE;FALSE;2;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
44;140;"2022/2010";3;3;08/10/2010;08/10/2010;07/03/2011;256;1;274;;1178300.00;;1178300.00;"Fornecimento, instalação, implantação, suporte e garantia de funcionalidade do Sistemea de Seleção Automática de Planos (SAP), no corredor Cristiano Machado.";;TRUE;FALSE;2;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
45;140;"2112/2011";2;3;07/10/2011;07/10/2011;06/02/2013;256;1;273;;1055994.00;;1055994.00;"Fornecimento, instalação, implantação, suporte e garantia de funcionalidade do Sistema de Gerenciamento do Tráfego Urbano em tempo Real da Contratada (Sistema SCATS), no corredor da Av. Amazonas.";;TRUE;FALSE;2;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
46;140;"2051/2011";2;3;17/02/2011;17/02/2011;17/06/2011;256;1;275;;199850.00;;199850.00;"Contratação de empresa especializada para elaboração de Projetos Executivos para construção de edificação que abrigará a Central de Controle de Tráfego da BHTRANS .";111;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
47;27;"TC0022-EG/2011/0058";2;3;30/05/2011;30/05/2011;24/02/2012;107;1;142;;2830033.17;;2830033.17;"Serviços técnicos especializados para elaboração de projetos de engenharia nas etapas de estudos preliminar, projetos básicos e executivos para ampliação e restauração da área de movimentação de aeronaves e replantio de grama  na plataforma da Pista de Pouso e Decolagem - PPD.";112;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
48;140;"2137/2012";2;3;01/03/2012;01/03/2012;01/09/2013;256;1;274;;1091460.00;;1091460.00;"Fornecimento, instalação, implantação, suporte e garantia de funcionalidade do Sistema de Seleção Automática de Planos (SAP), nos corredores Av. Dom Pedro II e Av. Presidente Carlos Luz";;TRUE;FALSE;2;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
49;142;"21/2009";3;3;09/02/2009;01/04/2009;26/11/2009;129;1;282;;973089.69;;973089.69;"Elaboração de estudos ambientais, projetos básicos, executivos e serviços complementares necessários a implantação da Via 210 e respectivas interseções, no trecho entre a av. Waldyr Soeiro Heirich e av. Tereza Cristina.";114;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
50;142;"142/2011";2;4;18/07/2011;30/08/2011;22/11/2012;129;1;283;;59005262.59;;59005262.59;"Execução dos serviços e obras de implantação da Via 210 – trecho entre Avenida Teresa Cristina e Avenida Waldyr Soeiro Einrich, localizada no Bairro Betânia.";116;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
51;26;"TC0069-EG/2011/0058";4;3;14/09/2011;14/09/2011;11/05/2012;107;1;285;;1053675.06;;1053675.06;"Elaboração dos projetos de engenharia, na etapa Projeto Executivo.";118;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
53;26;"TC0072-EG/2011/0058";2;4;15/08/2011;17/08/2011;30/12/2013;107;1;286;;223978840.43;;223978840.43;"Execução das obras de reforma, adequação e ampliação do Terminal de Passageiros. OBS.: O valor do contrato previsto até a COPA é de R$ 206,64 Milhões.";117;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
56;24;"TC0006-SF/2010/0002";2;4;08/02/2010;10/03/2010;06/08/2010;107;1;298;;2987250.43;;2987250.43;"Fornecimento, implantação e montagem das estruturas e instalações do Módulo Operacional Provisório - MOP";585;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
57;51;"31/2008";3;4;17/01/2008;22/06/2010;30/03/2011;129;1;11514;;142901016.45;;142901016.45;"Execução, pela contratada, sob regime de empreitada, a preços unitários, com fornecimento de mão de obra, materiais e equipamentos dos serviços e obras de complementação da reestruturação urbana da Av. Presidente Antonio Carlos, entre Av. Santa Rosa e o Complexo da Lagoinha, incluindo as interseções em desnível da Rua Rio Novo, IAPI (Rua Formiga e Pau D'arco), Rua dos Operários, Avenida Esperidião Rosas, Avenida Abraão Caram e trincheira da Rua Araribá.";182;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
58;51;"1921/2010";2;3;20/01/2010;20/01/2010;20/10/2010;256;1;300;;1379045.30;;1379045.30;"Contratação de serviços de consultoria especializada, visando a elaboração de estudos técnicos e projetos executivos para implantação do sistema de transporte rápido por ônibus no corredor Antônio Carlos, doravante denominado TRO – Corredor Antônio Carlos.";122;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
59;51;"121/2009";3;3;18/09/2009;06/10/2009;04/05/2010;129;1;301;;3595777.20;;3595777.20;"A prestação dos serviços de engenharia consistentes na elaboração de projetos referentes à reestruturação e requalificação urbana da Avenida Dom Pedro I.";123;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
60;51;"9/2011";2;4;12/01/2011;22/02/2011;11/04/2013;129;1;302;;154499924.15;;154499924.15;"Execução dos serviços e obras de duplicação da Avenida Dom Pedro I. Lote I";124;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
61;51;"124/2011";2;4;27/06/2011;29/08/2011;26/04/2012;129;1;303;;23198329.82;;23198329.82;"Execução dos serviços e obras de implantação de pavimento rígido de concreto na Avenida Antônio Carlos - BRT, recuperação estrutural do Viaduto "A" e alargamento de pistas do Viaduto "A". - META 4";126;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
62;51;"148/2011";2;4;09/08/2011;30/08/2011;20/02/2013;129;1;303;;43489919.12;;43489919.12;"Execução dos serviços e obras de implantação do Complexo Vilarinho. Lote 1 - META 3";127;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
63;51;"178/2011";2;4;12/09/2011;27/02/2012;23/10/2012;129;1;303;;3305332.07;;3305332.07;"Execução dos serviços e obras de adequações viárias para implantação das Estações AC1 a AC4 - BRT. Lote 2 - META 4";128;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
64;51;"06/2012";2;4;13/01/2012;01/03/2012;25/05/2013;129;1;260;;18731869.87;;18731869.87;"Execução dos serviços e obras de fabricação, transporte, montagem e implantação de estações de transferência de passageiros localizadas nos corredores de transporte de BRT  Antônio Carlos/Pedro I (trecho Centro/Pampulha – 15 estações – Trecho Pampulha/Vilarinho – 10 estações) e Av. Cristiano Machado (12 estações)";130;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
65;15;"TC 156-EG/2010/0019";2;3;31/12/2010;02/01/2011;26/02/2012;107;1;306;;2218761.55;;2218761.55;"Elaboração dos projetos de engenharia, nas etapas de serviços e estudos preliminares, Projetos Básicos, Projetos Executivos e serviços complementares.";132;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
66;15;"TC 007/2011/0001";2;7;27/12/2011;27/12/2011;31/12/2012;107;1;110;;6219489.22;;6219489.22;"Parceria entre o Estado e a INFRAERO visando à realização de obras e serviços de engenharia.";;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
67;30;"TC 0070-ST/2011/0007";2;3;21/04/2011;21/04/2011;14/07/2012;107;1;307;;2197487.86;;2197487.86;"Projeto Básico e Executivo - Projetos de engenharia nas etapas de serviços e adequação dos estudos preliminares, projeto básico, projeto executivo e servições complementares para ampliação e reforma do terminal de passageiros, sistema viário de acesso central de manutenção (CEMA) e demais obras complementares";134;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
68;30;"TC 0138-EG/2011/0007";2;3;01/01/2011;01/01/2011;01/01/2011;107;1;309;;1908370.64;;1908370.64;"Gerenciamento, assessoramento, e apoio técnico à fiscalização da elaboração dos projetos de engenharia para ampliação e reforma do terminal de passageiros, terminal viário, central de manutenção e demais obras complementares.";135;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
69;32;"TC 0075-ST/2009/0007";3;3;18/06/2009;07/07/2009;02/02/2010;107;1;310;;1406585.04;;1406585.04;"Atualização e complementação dos projetos executivos dos Pátios e Pistas de Táxi.";136;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
70;32;"TC 0048-EG/2011/0007";2;4;30/06/2011;01/07/2011;30/06/2012;107;1;311;;23037898.66;;23037898.66;"Execução de serviços e obras de engenharia para ampliação do pátio de estacionamento de aeronaves.";137;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
71;151;"200/2011";3;4;28/09/2011;28/09/2011;21/12/2012;481;1;315;;22003978.55;;22003978.55;"Execução de serviços de pavimentação e restauração da Rodovia: MT-444, Trecho: Entº Av. Miguel Sutil – Entº BR-364/163/070 (Trevo do Lagarto), com extensão de 9,417 km";142;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
72;151;"441/2010";2;4;05/10/2010;05/10/2010;29/11/2011;481;1;314;;11499764.75;;11499764.75;"Construção de ponte de concreto pré-moldado protendido (Duplicação) e adequação da ponte existente sobre o Rio Cuiabá (Ponte Mário Andreazza), na Rodovia Av. Ciryaco Fortunato Cândia/Av. Mário Andreazza, Trecho: Ent° Av. Miguel Sutil (Cuiabá) – Trevo do Largato (Várzea Grande), com extensão de 228,00 metros e Largura de 11,00 metros.";141;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
74;200;"15/2010";3;3;26/04/2010;15/05/2010;15/06/2011;320;1;318;;8207089.18;;8207089.18;"Execução de serviços de engenharia consultiva para a elaboração dos Projetos Básico e Avançado do Ramal Castelão/Mucuripe no Município de Fortaleza-CE";143;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
75;200;"004/2012";2;4;24/02/2012;27/02/2012;27/08/2013;321;1;319;;170000000.00;9546440.40;179546440.40;"Execução de obras civis para implantação do Ramal Parangaba-Mucuripe/Metrô de Fortaleza";144;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
76;18;"0005-EG/2008/0025";3;3;28/01/2008;12/05/2009;12/09/2010;107;1;140;;1351564.21;;1351564.21;"Projetos de engenharia nas etapas de Estudo Preliminar e Projeto Básico.";192;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
77;18;"095-EG/2011/0025";2;4;21/10/2011;25/10/2011;11/02/2013;107;1;24785;;344028497.09;;344028497.09;"Execução das obras/serviços de engenharia para reforma, adequação e ampliação do Terminal de Passageiros I.";146;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
78;201;"2/2012";2;4;11/01/2012;11/01/2012;11/12/2013;321;1;323;;81419769.66;;81419769.66;"Contratação de empresa para a execução dos serviços de reforma para adequação viária necessária à requalificação das vias: BRT-Dedé Brasil, BRT-Paulino Rocha, BRT-Alberto Craveiro e Corredor Norte-Sul (Via Expressa) em área de abrangência das Secretarias Executivas Regionais II, IV e VI, no Município de Fortaleza (primeira etapa dos serviços previstos pelo programa). 
OBS.: Valor total do contratado é de  R$ 145.038.193,45 para quatro projetos de mobilidade urbana da cidade. A Administração Municipal informa que desse total, R$81.419.769,66 estão alocados para as obras da Via Expressa.";147;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
79;11;"TC0016-ST/2010/0028";3;3;16/03/2010;22/03/2010;12/09/2011;107;1;219;;3277969.21;;3277969.21;"Assessoramento e apoio técnico à equipe da INFRAERO no gerenciamento e fiscalização das obras de infraestrutura";148;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
81;40;"TC 0140-ST/2011/0013";2;3;23/08/2011;23/08/2011;29/05/2013;107;1;324;;5108707.09;;5108707.09;"Elaboração dos projetos de engenharia nas etapas de serviços complementares, ampliação e reforma do Terminal de Passageiros I, sistema viário, patio de estacionam,ento e demais obras complementares do aeroporto internacional Salgado Filho, em Porto Alegre";151;FALSE;FALSE;;4;TRUE;FALSE;;;;;;;;;;;;;;;;;
