24;"4º";08/07/2008;08/07/2008;08/08/2008;;"Prorroga o contrato e a caução até Ago/2008";TRUE;;0.00;;23;FALSE;FALSE;
25;"5º";08/08/2008;08/08/2008;06/12/2008;;"Prorroga o Contrato e a Caução até Dez/2008";TRUE;;0.00;;23;FALSE;FALSE;
26;"1º";24/03/2011;24/03/2011;02/06/2011;;"Prorroga o contrato e a caução até Jun/2011";TRUE;;0.00;;24;FALSE;FALSE;
27;"1º";18/04/2011;18/04/2011;20/09/2011;;"Prorroga o contrato e a caução até Set/2011";TRUE;;0.00;;25;FALSE;FALSE;
28;"2º";11/05/2011;;;;"Inclui e exclui itens na planilha orçamentária";TRUE;;0.00;;25;FALSE;FALSE;
29;"3º";21/09/2011;21/09/2011;07/01/2012;;"Prorroga o Contrato, com término para o dia 07/01/2012, bem como acresce o valor, prorroga e complementa a caução, devendo esta adaptar-se às novas condições do ajuste";TRUE;;1021549.76;;25;FALSE;FALSE;
30;"1º";28/10/2009;;;;"Veda qualquer alteração qualitativa ou quantitativa dos Contratos, que implique custos adicionais.";TRUE;;0.00;;28;FALSE;FALSE;
31;"2º";22/12/2009;22/12/2009;01/04/2010;;"Prorroga o Contrato e a caução, com término para o dia 01/04/2010, devendo esta adaptar-se às novas condições do ajuste.";TRUE;;0.00;;28;FALSE;FALSE;
32;"3º";10/03/2010;;;;"Inclusão de cláusula de reajustamento.";TRUE;;0.00;;28;FALSE;FALSE;
33;"4º";29/04/2010;29/04/2010;22/08/2010;;"Prorroga o Contrato e a caução, com término para o dia 22/08/2010.";TRUE;;0.00;;28;FALSE;FALSE;
34;"5º";15/10/2010;15/10/2010;01/02/2011;;"Prorroga o Contrato e a caução, com término para o dia 01/02/2011.";TRUE;;0.00;;28;FALSE;FALSE;
35;"1º";18/02/2011;18/02/2011;31/07/2011;;"Prorrogar o prazo de conclusão dos serviços por mais 5 meses.";TRUE;;0.00;;31;FALSE;FALSE;
36;"2º";10/05/2011;;;;"Por força da mudança de Secretarias, a Cláusula Terceira e o subitem 9.5 do contrato ora aditado passam a vigorar com a seguinte redação: CLÁUSULA TERCEIRA - FONTE DE RECURSOS As despesas decorrentes desta contratação passam a ser providas por recursos indicados no Orçamento Fiscal da Prefeitura destinado à Secretaria Municipal de Obras e Infraestrutura, sob o número 2700.26.452.211.1.271.449051.04.00, nos termos do Decreto 14.350, de 30 de março de 2011. SUBITEM 9.5 O pagamento será feito de acordo com os serviços efetivamente executados pela CONTRATADA e com o cronograma disposto na Cláusula Quarta, em até 10 (dez) dias após a data de recebimento da Nota Fiscal pela Gerência de Execução Financeira da Secretaria Municipal de Obras e Infraestrutura.";TRUE;;0.00;;31;FALSE;FALSE;
37;"3º";11/08/2011;11/08/2011;31/12/2011;;"Acresce em 24,99% o valor do Contrato, prorroga o Contrato, com término para o dia 31/12/2011, bem como prorroga e complementa a caução, devendo esta adaptar-se às novas condições do ajuste.";TRUE;;192243.32;;31;FALSE;FALSE;
38;"1º";18/05/2011;18/05/2011;03/10/2011;;"Prorroga o Contrato e a caução, com término para o dia 03/10/2011, bem como complementa a planilha orçamentária.";TRUE;;0.00;;36;FALSE;FALSE;
39;"2º";29/09/2011;04/10/2011;25/02/2012;;"Prorroga o Contrato e a caução, com término para o dia 25/02/2012.";TRUE;;0.00;;36;FALSE;FALSE;
40;"1º";22/12/2011;04/04/2012;04/10/2012;;"Acresce o objeto do contrato em quantitativo equivalente a 25% do seu valor inicial atualizado e prorroga o prazo de vigência do contrato por 6 meses, a partir de 04/04/2012.";TRUE;;674855.00;;40;FALSE;FALSE;
41;"1º";10/05/2011;26/03/2011;25/08/2011;;"Prorrogar o prazo de conclusão dos serviços, por mais 05 meses.";TRUE;;0.00;;43;FALSE;FALSE;
42;"2º";17/08/2011;26/08/2011;25/02/2012;;"Prorrogar o prazo de conclusão dos serviços, por mais 06 meses.";TRUE;;0.00;;43;FALSE;FALSE;
43;"1º";06/04/2011;07/03/2011;07/08/2011;;"Prorrogar o prazo de conclusão dos serviços por mais 05 meses.";TRUE;;0.00;;44;FALSE;FALSE;
44;"2º";29/07/2011;07/08/2011;07/02/2012;;"Prorrogar o prazo de conclusão dos serviços por mais 06 meses.";TRUE;;0.00;;44;FALSE;FALSE;
45;"1º";01/07/2011;17/06/2011;14/09/2011;;"Prorrogar o prazo de conclusão dos serviços por mais 90 dias.";TRUE;;0.00;;46;FALSE;FALSE;
46;"2º";31/08/2011;;;;"Acrescer os serviços prestados em quantidade equivalente a 24,62% do valor inicial atualizado do contrato.";TRUE;;49200.00;;46;FALSE;FALSE;
47;"3º";09/02/2012;14/09/2011;14/03/2012;;"Prorrogar o prazo de conclusão dos serviços, por mais 6 meses.";TRUE;;0.00;;46;FALSE;FALSE;
48;"1º";28/10/2009;;;;"Veda qualquer alteração qualitativa ou quantitativa dos Contratos, que implique custos adicionais.";TRUE;;0.00;;49;FALSE;FALSE;
49;"2º";16/11/2009;27/11/2009;26/03/2010;;"Prorroga o Contrato e a caução até 26/03/2010.";TRUE;;0.00;;49;FALSE;FALSE;
50;"3º";10/03/2010;27/03/2010;09/06/2010;;"Prorroga o Contrato e a caução até 09/06/2010";TRUE;;;;49;FALSE;FALSE;
51;"4º";06/04/2010;;;;"Acresce o Contrato em 25% e complementa a caução, devendo esta adaptar-se às novas condições do ajuste.";TRUE;;243270.57;;49;FALSE;FALSE;
52;"5º";19/05/2010;10/06/2010;07/09/2010;;"Prorroga o Contrato e a caução, com término para o dia 07/09/2010.";TRUE;;;;49;FALSE;FALSE;
53;"6º";15/06/2010;;;;"Define em 0,0411300 e no montante de R$ 25.377,88 o fator e o valor do reajustamento efetuado no cotrato e inclui Cláusula de Reajustamento de Preços.";TRUE;;25377.88;;49;FALSE;FALSE;
61;"090-EG/2010/58";11/11/2010;11/11/2010;11/02/2011;;"Acréscimo em 90 dias consecutivos do prazo contratual com a finalidade do pagamento da medição final após a emissão do Termo de Recebimento Definitivo.";TRUE;;0.00;;6;FALSE;FALSE;
62;"1º";15/04/2008;;;;"Alterar CNPJ da contratada e incluir parágrafo na cláusula quarta - Medição e Pagamento.";TRUE;;0.00;;57;FALSE;FALSE;
63;"2º";21/07/2008;;;;"Incluir novos serviços.";TRUE;;0.00;;57;FALSE;FALSE;
64;"3º";25/09/2008;;;;"Incluir novos serviços.";TRUE;;0.00;;57;FALSE;FALSE;
65;"4º";24/11/2008;;;;"Incluir novos serviços.";TRUE;;0.00;;57;FALSE;FALSE;
66;"5º";29/01/2009;;;;"Aumentar o valor do contrato em R$ 27.559.908,69.";TRUE;;27559908.69;;57;FALSE;FALSE;
67;"6º";05/02/2009;;;;"Incluir novos serviços.";TRUE;;0.00;;57;FALSE;FALSE;
68;"7º";27/05/2010;;;;"Exclusão e inclusão de itens sem qualquer alteração financeira no valor contratual.";TRUE;;0.00;;57;FALSE;FALSE;
69;"8º";23/11/2010;;;;"Retificar a data base dos preços unitários, aumentando o valor do contrato em R$ 4.107.730,77.";TRUE;;4107730.77;;57;FALSE;FALSE;
70;"9º";21/03/2011;21/03/2011;30/09/2011;;"Prorrogar o prazo de vigência do contrato em 184 dias, passando a vigorar até 30/09/2011.";TRUE;;;;57;FALSE;FALSE;
71;"10º";09/08/2011;;;;"Ressarcir a contratada em R$ 506.249,53 referente aos juros e às correções monetárias decorrentes de atrasos no pagamento das medições.";TRUE;;506249.53;;57;FALSE;FALSE;
72;"11º";23/08/2011;01/10/2011;30/11/2011;;"Prorrogar o prazo de vigência do contrato em 61 dias, passando a vigorar até 30/11/2011.";TRUE;;0.00;;57;FALSE;FALSE;
73;"12º";11/11/2011;;;;"Acresce em 5,59% o valor do Contrato, a preços iniciais, complementa caução, devendo esta adaptar-se às novas condições do ajuste, bem como inclui classificação orçamentária.";TRUE;;8819564.61;;57;FALSE;FALSE;
74;"13º";11/11/2011;;;;"Adequação da planilha orçamentária, com a inclusão de itens, visando a complementação das obras da Av Abrahão Caram, no que se refere a implantação do projeto paisagismo.";TRUE;;0.00;;57;FALSE;FALSE;
75;"1º";19/10/2010;20/10/2010;19/02/2011;;"Prorrogar o prazo de conclusão dos serviços por mais 4 (quatro) meses.";TRUE;;0.00;;58;FALSE;FALSE;
76;"2º";18/02/2011;20/02/2011;20/05/2011;;"Prorrogar o prazo de conclusão dos serviços por mais 90 dias.";TRUE;;0.00;;58;FALSE;FALSE;
77;"3º";10/05/2011;;;;"Por força das mudanças de Secretarias, a Cláusua 14ª e os subitens 6.1.1 e 6.1.2 do contrato ora aditado passam a vigorar com a seguinte redação: CLÁUSULA 14ª - FONTE DE RECURSOS As despesas decorrentes desta contratação passam a ser providas por recursos indicados no Orçamento Fiscal da Prefeitura destinado à Secretaria Municipal de Obras e Infraestrutura, sob o nº 2700.26.452.211.1.271.449051.0400, nos termos do Decreto 14.350, de 30 de março de 2011. (NR) 6.1.1 O CONTRATADO deverá apresentar a sua Nota Fiscal diretamente à Gerência de Coordenação da Mobilidade Urbana - COMU, que após a aprovação dos serviços executados, providenciará o encaminhamento à Gerência de Execução Financeira da Secretaria Municipal de Obras e Infraestrutura da CONTRATANTE para o pagamento devido. 6.1.2 A Nota Fiscal deverá ser emitida conforme orientação da Gerência de Execução Financeira da Secretaria Municipal de Obras e Infraestrutura.";TRUE;;0.00;;58;FALSE;FALSE;
78;"4º";11/08/2011;11/08/2011;20/10/2011;;"Acresce em 3,99% o valor do Contrato, prorroga o prazo, com o término previsto para o dia 20/10/2011, bem como complementa caução, devendo esta adaptar-se às novas condições do ajuste.";TRUE;;55156.68;;58;FALSE;FALSE;
79;"5º";20/10/2011;21/10/2011;20/03/2012;;"Prorroga o Contrato e a caução, com o término para o dia 20/03/2012.";TRUE;;;;58;FALSE;FALSE;
80;"1º";03/05/2010;05/05/2010;01/09/2010;;"Prorroga o prazo e a caução, com o término para o dia 01/09/2010.";TRUE;;0.00;;59;FALSE;FALSE;
81;"2º";25/08/2010;02/09/2010;30/12/2010;;"Prorroga o prazo e a caução, com o término para o dia 30/12/2010";TRUE;;;;59;FALSE;FALSE;
82;"3º";06/10/2010;31/12/2010;30/03/2011;;"Prorroga o prazo e a caução, com o término para o dia 30/03/2011.";TRUE;;;;59;FALSE;FALSE;
83;"4º";26/10/2010;;;;"Complementa planilha orçamentária.";TRUE;;0.00;;59;FALSE;FALSE;
84;"5º";27/10/2010;;;;"Acresce em 24,88% o valor do Contrato e prorroga a caução, devendo esta adptar-se às novas condições do ajuste.";TRUE;;894564.75;;59;FALSE;FALSE;
85;"6º";17/03/2011;31/03/2011;28/06/2011;;"Prorroga o contrato e a caução, com término para o dia 28/06/2011";TRUE;;;;59;FALSE;FALSE;
86;"7º";07/06/2011;29/06/2011;26/08/2011;;"Prorroga o contrato e a caução, com término para o dia 26/08/2011";TRUE;;0.00;;59;FALSE;FALSE;
87;"8º";20/08/2011;;;;"Inclui Cláusula de Aditamento de Preços e Serviços.";TRUE;;0.00;;59;FALSE;FALSE;
88;"1º";27/06/2011;;;;"Complementa a planilha orçamentária.";TRUE;;0.00;;60;FALSE;FALSE;
89;"2º";20/11/2011;;;;"Complementa a planilha orçamentária.";TRUE;;0.00;;60;FALSE;FALSE;
90;"3º";15/02/2012;;;;"Adequa a planilha orçamentária.";TRUE;;0.00;;60;FALSE;FALSE;
91;"1º";06/03/2012;;;;"Adequa a planilha orçamentária.";TRUE;;0.00;;62;FALSE;FALSE;
92;"014-ST/2010/0007";02/07/2010;16/02/2010;18/03/2010;;"Pelo presente instrumento, fica aprovado e convalidado o novo cronograma físico-financeiro de
atualização e complenentação dos projetos executivos de engeúaria dos pátios e pistas de taxi do
Aeroporto Intemacional de Curitiba/Afonso Pe[a, em São José dos Pinìais-PR, obje'to do contato
ora aditado.";TRUE;;0.00;;69;FALSE;FALSE;
93;"1º";13/08/2010;;;;"Altera a planilha de preços, sem alterar o valor do contrato";TRUE;;0.00;;74;FALSE;FALSE;
94;"2º";13/04/2011;;;;"Inclui item referente à elaboração do EIA e RIMA com o acréscimo de R$565.000,00 no valor do contrato";TRUE;;565000.00;;74;FALSE;FALSE;
95;"3º";15/06/2011;16/06/2011;16/09/2011;;"Prorroga o prazo de vigência por mais 3 meses, até 16/09/2011";TRUE;;0.00;;74;FALSE;FALSE;
96;"4º";09/11/2011;17/09/2011;16/03/2012;;"Prorroga o prazo de vigência por mais 6 meses, até 16/03/2012.";TRUE;;0.00;;74;FALSE;FALSE;
97;"5º";29/12/2011;;;;"Readéqua a planilha orçamentária sem alteração de prazo.";TRUE;;0.00;;74;FALSE;FALSE;
98;"6º";28/02/2012;17/03/2012;16/11/2012;;"Altera a planilha contratual e prorroga o prazo por mais 8 meses, até 16/11/2012, com acréscimo de R$ 838.943,60 no valor do contrato.";TRUE;;838943.60;;74;FALSE;FALSE;
99;"2º TA - 154-ST/2011/0028";01/11/2011;28/02/2012;28/05/2012;;"Prorrogação do prazo de execução e de vigência contratual por mais 120 dias consecutivos.";TRUE;;-243643.99;;79;FALSE;FALSE;
100;"1° TA n° 078-EG/2010/001";17/08/2010;17/08/2010;15/03/2011;;"Prorrogar o prazo do convênio por mais três meses e aditar o valor do convênio em mais R$228.663,35 em função de previsão de reajustamento.";TRUE;;228663.35;;8;FALSE;FALSE;
101;"2° TA n° 115-EG/2010/0001";15/12/2010;15/12/2010;16/07/2011;;"Prorrogar o prazo de vigência do convênio por mais quatro meses e a adequação do Cronograma de Desembolso ao novo prazo.";TRUE;;0.00;;8;FALSE;FALSE;
103;"1º";14/01/2011;20/01/2011;19/03/2011;;"Prorrogação do prazo de vigência em 2 meses, sem alteração no valor contratual.";TRUE;;0.00;;86;FALSE;FALSE;
104;"2º";18/03/2011;20/03/2011;19/04/2011;;"Prorrogação do prazo de vigência em 1 mês, sem alteração do valor contratual.";TRUE;;0.00;;86;FALSE;FALSE;
105;"1º";16/10/2009;08/03/2010;08/05/2010;;"Prorroga o prazo de vigência até 08/05/2010.";TRUE;;0.00;;87;FALSE;FALSE;
106;"2º";22/02/2010;08/05/2010;06/08/2010;;"Prorroga o prazo de vigência até 06/08/2010.";TRUE;;0.00;;87;FALSE;FALSE;
107;"3º";30/07/2010;06/08/2010;20/10/2010;;"Prorroga o prazo de vigência até 20/10/2010.";TRUE;;0.00;;87;FALSE;FALSE;
108;"4º";19/10/2010;20/10/2010;17/01/2011;;"Prorroga o prazo de vigência até 17/01/2011.";TRUE;;0.00;;87;FALSE;FALSE;
109;"5º";14/01/2011;17/01/2011;16/04/2011;;"Prorroga o prazo de vigência até 16/04/2011.";TRUE;;;;87;FALSE;FALSE;
110;"1º";17/11/2011;20/08/2011;29/12/2012;;"Prorrogação do prazo de execução contratual por mais 408 dias e supressão de 12 elevadores com redução do valor contratual.";TRUE;;-2305207.20;;88;FALSE;FALSE;
111;"1º";19/05/2010;18/11/2010;15/02/2011;;"Prorroga o prazo de vigência até 15/02/2011 e acrescenta o valor do contrato em R$ 1.073.292,09.";TRUE;;1073292.09;;89;FALSE;FALSE;
112;"2º";03/11/2010;16/02/2011;16/07/2011;;"Prorroga o prazo de vigência até 16/07/2011 e reduz o valor do contrato em R$ 266.281,86.";TRUE;;-266281.86;;89;FALSE;FALSE;
113;"1º";17/06/2011;03/08/2011;29/12/2011;;"Prorrogação do prazo de vigência para 29/12/2011, adequação de planilha, acréscimo de serviços, supressão de serviços e desconto contratual, tendo seu valor adicionado em R$ 137.410,69.";TRUE;;137410.69;;92;FALSE;FALSE;
114;"2º";29/09/2011;30/12/2011;29/05/2012;;"Prorrogação do prazo de vigência para 29/05/2012.";TRUE;;0.00;;92;FALSE;FALSE;
115;"1º TA n° 016-EG/2010/0061";24/02/2010;22/04/2011;21/07/2011;;"Prorroga o prazo de vigência até 21/07/2011 e acrescenta o valor em R$ 10.471.715,94.";TRUE;;10471715.94;;95;FALSE;FALSE;
116;"2º TA n° 077-EG/2010/0061";13/08/2010;;;;"Reduz o valor do contrato em R$ 15.154.984,41.";TRUE;;-15154984.41;;95;FALSE;FALSE;
117;"3º TA n° 100-EG/2011/0061";21/07/2011;22/07/2011;29/12/2011;;"Prorroga o prazo de vigência para 29/12/2011.";TRUE;;0.00;;95;FALSE;FALSE;
118;"4º TA n° 152-EG/2011/0001";29/11/2011;;;;"Prorroga o prazo de execução das obras por mais 30 dias, mantendo o prazo final de vigência do contrato em 29/12/2011.";TRUE;;0.00;;95;FALSE;FALSE;
119;"5º TA n° 156-EG/2011/0061";29/11/2011;;;;"Regulariza os valores das planilhas de preços contratuais, referentes à revisão das cláusulas, com isso ocorrendo um decréscimo de 2,56%.";TRUE;;-1627092.34;;95;FALSE;FALSE;
120;"1º";13/11/2010;20/11/2010;23/07/2011;;"Altera prazo final de vigência para 23/07/2011, reduz valor em R$ 251.469,44 e adequa cronograma físico-financeiro.";TRUE;;-251469.44;;96;FALSE;FALSE;
121;"1º";15/10/2010;05/10/2010;04/11/2010;;"Prorrogação do prazo de vigência para 04/11/2010 e adequação de cronograma físico-financeiro.";TRUE;;0.00;;105;FALSE;FALSE;
122;"1º  TA nº 0126-EG/2011/0057";17/11/2011;18/11/2011;31/01/2012;;"Prorrogar o prazo de vigência do Convênio em 2 (dois) meses e 15 (quinze) dias, de forma a atender a necessidade de adequação do prazo de execução do seu objeto. Com o aditamento do Termo de Cooperação Técnica e Financeira o prazo de vigência será prorrogado até 31/01/2012.";TRUE;;0.00;;106;FALSE;FALSE;
123;"2º TA nº 007-EG/2012/0057";31/01/2012;01/02/2012;30/04/2012;;"Prorrogar o prazo de vigência do Termo de Cooperação Técnica e Financeira nº 002-EG/2011/0057 em 3 meses, de forma a atender a necessidade de adequação do prazo de execução do seu objeto. Com o aditamento do Termo de Cooperação Técnica e Financeira passa sua vigência de 31/01/2012 para 30/04/2012.";TRUE;;0.00;;106;FALSE;FALSE;
124;"1º";23/03/2011;24/03/2011;22/05/2011;;"Acréscimo de valor de R$ 80.868,02 e prorrogação de vigência de 60 dias consecutivos.";TRUE;;80868.02;;108;FALSE;FALSE;
125;"2º";20/05/2011;23/05/2011;21/06/2011;;"Acréscimo de serviços e valor de R$ 242.048,80 e prorrogação do prazo de vigência para 21/06/2011";TRUE;;242048.80;;108;FALSE;FALSE;
129;"1º";23/04/2012;12/05/2012;10/08/2012;;"Aumenta o valor do contrato em R$ 94.101,77 e prorroga o prazo de vigência em mais 90 dias.";TRUE;;94101.77;;51;FALSE;FALSE;
130;"1º";20/08/2010;;;;"Supressão de R$ 28.368,00 em virtude da substituição de serviços.";TRUE;;-28368.00;;2;FALSE;FALSE;
131;"2º";03/09/2010;;;;"Acréscimo de R$ 1.229.307,00 em virtude de acréscimo nos serviços.";TRUE;;1229307.00;;2;FALSE;FALSE;
132;"3º";25/01/2011;;;;"Supressão e acréscimo de serviços não previstos na Planilha de Orçamento original: Serviços suprimidos, item 8 da planilha inicial: ESTACAS TIPO RAIZ, no valor de R$ 2.282.682,32. Serviços acrescidos, item 8 da planilha revisada: ESTACAS TIPO HÉLICE CONTÍNUA, no valor de R$ 14.343.063,75. (RE-RATIFICADO, COM EXCLUSÃO DA CLÁUSULA SEGUNDA E ALTERAÇÃO DA CLÁUSULA TERCEIRA)";TRUE;;0.00;;2;FALSE;FALSE;
133;"4º";25/05/2011;;;;"Melhor adequação técnica do projeto e ajuste no cronograma físico-financeiro.";TRUE;;0.00;;2;FALSE;FALSE;
134;"180-ST/2011/0010";29/12/2011;30/12/2011;18/05/2012;;"Prorrogar o prazo contratual por mais 141 dias.";TRUE;;0.00;;11;FALSE;FALSE;
135;"050-ST/2012/0010";18/05/2012;19/05/2012;27/07/2012;;"Prorrogar o prazo contratual por mais 70 dias.";TRUE;;0.00;;11;FALSE;FALSE;
136;"1º";03/08/2011;04/08/2011;02/09/2011;;"Prorrogar o prazo de execução do contrato por mais 30 dias.";TRUE;;0.00;;15;FALSE;FALSE;
137;"1º";16/01/2012;16/01/2012;07/01/2013;;"Acréscimo de serviços ao Contrato Original, visando os serviços necessários à adaptação do Armazém de nº 08, que funcionará como respectivo provisório, enquanto o Armazém de nº 07 estiver em obras.";TRUE;;561351.00;;20;FALSE;FALSE;
138;"2º";25/05/2012;25/05/2012;07/01/2013;;"Alteração de cláusula contratual.";TRUE;;0.00;;20;FALSE;FALSE;
139;"1º";04/08/2008;;;;"Redução no valor do contrato em R$ 5.789,61.";TRUE;;-5789.61;;76;FALSE;FALSE;
140;"2º";29/12/2009;13/09/2010;11/12/2010;;"Prorrogar prazo e valor, acréscimo de R$ 199.112,68 e nova data final do contrato 11/12/2010.";TRUE;;199112.68;;76;FALSE;FALSE;
141;"2º ";15/08/2011;;;;"Promover a repartição de riscos.";TRUE;;0.00;;14;FALSE;FALSE;
142;"1º";01/08/2011;;;;"Retificar o Preâmbulo do Contrato no que se refere ao CNPJ da CONTRATADA que passa a ser: 33.412.792/0166-79.";TRUE;;0.00;;126;FALSE;FALSE;
143;"2º";07/10/2011;;;;"Altera valor para ajuste de preços unitários.";TRUE;;30641.10;;126;FALSE;FALSE;
144;"3º";20/12/2011;;;;"Atualizar o Cronograma Fìsico das obras e serviços.";TRUE;;0.00;;126;FALSE;FALSE;
145;"4º";13/03/2012;;;;"As Partes pactuam re-ratificar o Contrato nº 014/2011, para atualizar o Cronograma Físico Financeiro das Obras e Serviços pactuados, conforme descrito no Anexo I do presente instrumento, permanecendo inalterado o prazo originalmente contratado de 900 dias.";TRUE;;0.00;;126;FALSE;FALSE;
146;"2º";01/01/2011;;;;"NÃO INFORMADO (OBS.: Desconsiderar Data de Assinatura)";TRUE;;0.00;;96;FALSE;FALSE;
147;"3º";28/09/2011;28/09/2011;28/11/2011;;"Prorrogação dos prazos de vigência e de execução do contrato por mais 61 dias e adequação de planilha.";TRUE;;-61990.43;;96;FALSE;FALSE;
149;"001";26/07/2012;26/07/2013;20/08/2013;;"Alteração de valor contratual;
Valor atualizado: R$ 50.094.245,13";TRUE;;773225.54;;19;FALSE;FALSE;
150;"3º";01/06/2012;01/06/2012;07/01/2013;;"Replanilhamento com adição e supressão dos serviços objeto do Contrato, visando à execução das de adequação e reforma do Armazém de nº 7, do Porto do Recife, com instalação do Terminal Marítimo de Passageiros - 2ª Etapa.";TRUE;;1746317.91;;20;FALSE;FALSE;
151;"5º";08/12/2011;;;;"Em virtude da extinção da Agência Estadual de Execução dos Projetos da Copa do Mundo FIFA Brasil 2014 – AGECOP, o presente termo Aditivo tem por finalidade alterar o contratante e o CNPJ para adequar os novos dados à Secretaria Extraordinária da Copa do Mundo FIFA 2014, CNPJ 03.507.415/0032-40.";TRUE;;0.00;;2;FALSE;FALSE;
152;"6º";29/02/2012;;;;"Expurgar a aplicação do PIS/COFINS da taxa de BDI e dos impostos ICMS, IPI e II constantes na planilha de custos da contratada. Aditamento estimado, prevendo dedução no valor de R$ 15.826.637,91. Esta dedução, porém, não está efetivada e aplicada, aguardando os atos previstos na cláusula primeira, §§ 3º e 5º.";TRUE;;0.00;;2;FALSE;FALSE;
153;"7º";30/07/2012;20/04/2010;29/04/2014;;"Aditar prazo e valor ao contrato nº 009/2010/SECOPA, acréscimo de R$ 60.656.143,80 no valor e de 330 dias ao prazo de conclusão de vigência.";TRUE;;60656143.80;;2;FALSE;FALSE;
